Cell_Type,Dataset,Cell_Class,Label,Hodge_2018,Bakken_2019,Class_Level1,Class_Level2
Inh_L2_5_VIP_SOX11,Bakken_2019_SMART-Seq_v4_M1,INH,Bakken_2019_SMART-Seq_v4_M1_Inh_L2.5_VIP_SOX11,,Vip,CGE,VIP
Inh_L2_5_VIP_SOX11,Bakken_2019_10x_Chromium_V3_M1,INH,Bakken_2019_10x_Chromium_V3_M1_Inh_L2.5_VIP_SOX11,,Vip,CGE,VIP
Inh_L2_5_VIP_TOX2,ABI_2019_SMART-Seq_v4_V1,INH,ABI_2019_SMART-Seq_v4_V1_Inh_L2.5_VIP_TOX2,,,CGE,VIP
Inh_L2_5_VIP_TOX2,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex,INH,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex_Inh_L2.5_VIP_TOX2,,,CGE,VIP
Inh_L2_5_VIP_TOX2,ABI_2019_SMART-Seq_v4_A1,INH,ABI_2019_SMART-Seq_v4_A1_Inh_L2.5_VIP_TOX2,,,CGE,VIP
Inh_L2_5_VIP_TOX2,ABI_2019_SMART-Seq_v4_S1,INH,ABI_2019_SMART-Seq_v4_S1_Inh_L2.5_VIP_TOX2,,,CGE,VIP
Inh_L2_5_VIP_TYR,Luo_2019_10x_Chromium_V3_BA46,INH,Luo_2019_10x_Chromium_V3_BA46_Inh_L2.5_VIP_TYR,GABAergic ADARB2,,CGE,VIP
Inh_L2_5_VIP_TYR,Hodge_2018_SMART-Seq_v4_Middle_temporal_gyrus,INH,Hodge_2018_SMART-Seq_v4_Middle_temporal_gyrus_Inh_L2.5_VIP_TYR,GABAergic ADARB2,,CGE,VIP
Inh_L2_5_VIP_TYR,Luo_2019_10x_Chromium_V3_BA44-45,INH,Luo_2019_10x_Chromium_V3_BA44-45_Inh_L2.5_VIP_TYR,GABAergic ADARB2,,CGE,VIP
Inh_L2_6_LAMP5_CA1,Luo_2019_10x_Chromium_V3_BA46,INH,Luo_2019_10x_Chromium_V3_BA46_Inh_L2.6_LAMP5_CA1,GABAergic ADARB2,,CGE,LAMP5/PAX6
Inh_L2_6_LAMP5_CA1,Luo_2019_10x_Chromium_V3_BA44-45,INH,Luo_2019_10x_Chromium_V3_BA44-45_Inh_L2.6_LAMP5_CA1,GABAergic ADARB2,,CGE,LAMP5/PAX6
Inh_L2_6_LAMP5_CA1,Hodge_2018_SMART-Seq_v4_Middle_temporal_gyrus,INH,Hodge_2018_SMART-Seq_v4_Middle_temporal_gyrus_Inh_L2.6_LAMP5_CA1,GABAergic ADARB2,,CGE,LAMP5/PAX6
Inh_L2_6_VIP_QPCT,Hodge_2018_SMART-Seq_v4_Middle_temporal_gyrus,INH,Hodge_2018_SMART-Seq_v4_Middle_temporal_gyrus_Inh_L2.6_VIP_QPCT,GABAergic ADARB2,,CGE,VIP
Inh_L2_6_VIP_QPCT,Luo_2019_10x_Chromium_V3_BA46,INH,Luo_2019_10x_Chromium_V3_BA46_Inh_L2.6_VIP_QPCT,GABAergic ADARB2,,CGE,VIP
Inh_L2_6_VIP_QPCT,Luo_2019_10x_Chromium_V3_BA44-45,INH,Luo_2019_10x_Chromium_V3_BA44-45_Inh_L2.6_VIP_QPCT,GABAergic ADARB2,,CGE,VIP
Inh_L2_6_VIP_VIP,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex,INH,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex_Inh_L2.6_VIP_VIP,,,CGE,VIP
Inh_L2_6_VIP_VIP,ABI_2019_SMART-Seq_v4_A1,INH,ABI_2019_SMART-Seq_v4_A1_Inh_L2.6_VIP_VIP,,,CGE,VIP
Inh_L2_6_VIP_VIP,ABI_2019_SMART-Seq_v4_S1,INH,ABI_2019_SMART-Seq_v4_S1_Inh_L2.6_VIP_VIP,,,CGE,VIP
Inh_L2_6_VIP_VIP,ABI_2019_SMART-Seq_v4_V1,INH,ABI_2019_SMART-Seq_v4_V1_Inh_L2.6_VIP_VIP,,,CGE,VIP
Inh_L2_PAX6_FREM2,Bakken_2019_10x_Chromium_V3_M1,INH,Bakken_2019_10x_Chromium_V3_M1_Inh_L2_PAX6_FREM2,,Sncg,CGE,LAMP5/PAX6
Inh_L2_PAX6_FREM2,Bakken_2019_SMART-Seq_v4_M1,INH,Bakken_2019_SMART-Seq_v4_M1_Inh_L2_PAX6_FREM2,,Sncg,CGE,LAMP5/PAX6
Inh_L2_PVALB_FRZB,Bakken_2019_SMART-Seq_v4_M1,INH,Bakken_2019_SMART-Seq_v4_M1_Inh_L2_PVALB_FRZB,,Pvalb,MGE,PVALB
Inh_L2_PVALB_FRZB,Bakken_2019_10x_Chromium_V3_M1,INH,Bakken_2019_10x_Chromium_V3_M1_Inh_L2_PVALB_FRZB,,Pvalb,MGE,PVALB
Inh_L2_VIP_SLC6A16,Bakken_2019_10x_Chromium_V3_M1,INH,Bakken_2019_10x_Chromium_V3_M1_Inh_L2_VIP_SLC6A16,,Vip,CGE,VIP
Inh_L2_VIP_SLC6A16,Bakken_2019_SMART-Seq_v4_M1,INH,Bakken_2019_SMART-Seq_v4_M1_Inh_L2_VIP_SLC6A16,,Vip,CGE,VIP
Inh_L3_4_PVALB_HOMER3,ABI_2019_SMART-Seq_v4_A1,INH,ABI_2019_SMART-Seq_v4_A1_Inh_L3.4_PVALB_HOMER3,,,MGE,PVALB
Inh_L3_4_PVALB_HOMER3,ABI_2019_SMART-Seq_v4_S1,INH,ABI_2019_SMART-Seq_v4_S1_Inh_L3.4_PVALB_HOMER3,,,MGE,PVALB
Inh_L3_4_PVALB_HOMER3,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex,INH,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex_Inh_L3.4_PVALB_HOMER3,,,MGE,PVALB
Inh_L3_4_PVALB_HOMER3,ABI_2019_SMART-Seq_v4_V1,INH,ABI_2019_SMART-Seq_v4_V1_Inh_L3.4_PVALB_HOMER3,,,MGE,PVALB
Inh_L3_5_PVALB_ISG20,Bakken_2019_10x_Chromium_V3_M1,INH,Bakken_2019_10x_Chromium_V3_M1_Inh_L3.5_PVALB_ISG20,,Pvalb,MGE,PVALB
Inh_L3_5_PVALB_ISG20,Bakken_2019_SMART-Seq_v4_M1,INH,Bakken_2019_SMART-Seq_v4_M1_Inh_L3.5_PVALB_ISG20,,Pvalb,MGE,PVALB
Inh_L3_5_SST_ADGRG6,Luo_2019_10x_Chromium_V3_BA44-45,INH,Luo_2019_10x_Chromium_V3_BA44-45_Inh_L3.5_SST_ADGRG6,GABAergic LHX6,,MGE,SST
Inh_L3_5_SST_ADGRG6,Luo_2019_10x_Chromium_V3_BA46,INH,Luo_2019_10x_Chromium_V3_BA46_Inh_L3.5_SST_ADGRG6,GABAergic LHX6,,MGE,SST
Inh_L3_5_SST_ADGRG6,Hodge_2018_SMART-Seq_v4_Middle_temporal_gyrus,INH,Hodge_2018_SMART-Seq_v4_Middle_temporal_gyrus_Inh_L3.5_SST_ADGRG6,GABAergic LHX6,,MGE,SST
Inh_L3_5_SST_CDH3,Bakken_2019_10x_Chromium_V3_M1,INH,Bakken_2019_10x_Chromium_V3_M1_Inh_L3.5_SST_CDH3,,Sst,MGE,SST
Inh_L3_5_SST_CDH3,Bakken_2019_SMART-Seq_v4_M1,INH,Bakken_2019_SMART-Seq_v4_M1_Inh_L3.5_SST_CDH3,,Sst,MGE,SST
Inh_L3_5_SST_GGTLC3,Bakken_2019_SMART-Seq_v4_M1,INH,Bakken_2019_SMART-Seq_v4_M1_Inh_L3.5_SST_GGTLC3,,Sst,MGE,SST
Inh_L3_5_SST_GGTLC3,Bakken_2019_10x_Chromium_V3_M1,INH,Bakken_2019_10x_Chromium_V3_M1_Inh_L3.5_SST_GGTLC3,,Sst,MGE,SST
Inh_L3_5_SST_MAFB,ABI_2019_SMART-Seq_v4_S1,INH,ABI_2019_SMART-Seq_v4_S1_Inh_L3.5_SST_MAFB,,,MGE,SST
Inh_L3_5_SST_MAFB,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex,INH,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex_Inh_L3.5_SST_MAFB,,,MGE,SST
Inh_L3_5_SST_MAFB,ABI_2019_SMART-Seq_v4_A1,INH,ABI_2019_SMART-Seq_v4_A1_Inh_L3.5_SST_MAFB,,,MGE,SST
Inh_L3_5_SST_MAFB,ABI_2019_SMART-Seq_v4_V1,INH,ABI_2019_SMART-Seq_v4_V1_Inh_L3.5_SST_MAFB,,,MGE,SST
Inh_L3_5_SST_OR5AH1P,Bakken_2019_10x_Chromium_V3_M1,INH,Bakken_2019_10x_Chromium_V3_M1_Inh_L3.5_SST_OR5AH1P,,Sst,MGE,SST
Inh_L3_5_SST_OR5AH1P,Bakken_2019_SMART-Seq_v4_M1,INH,Bakken_2019_SMART-Seq_v4_M1_Inh_L3.5_SST_OR5AH1P,,Sst,MGE,SST
Inh_L3_5_VIP_HS3ST3A1,Bakken_2019_SMART-Seq_v4_M1,INH,Bakken_2019_SMART-Seq_v4_M1_Inh_L3.5_VIP_HS3ST3A1,,Vip,CGE,VIP
Inh_L3_5_VIP_HS3ST3A1,Bakken_2019_10x_Chromium_V3_M1,INH,Bakken_2019_10x_Chromium_V3_M1_Inh_L3.5_VIP_HS3ST3A1,,Vip,CGE,VIP
Inh_L3_5_VIP_IGDCC3,Bakken_2019_10x_Chromium_V3_M1,INH,Bakken_2019_10x_Chromium_V3_M1_Inh_L3.5_VIP_IGDCC3,,Vip,CGE,VIP
Inh_L3_5_VIP_IGDCC3,Bakken_2019_SMART-Seq_v4_M1,INH,Bakken_2019_SMART-Seq_v4_M1_Inh_L3.5_VIP_IGDCC3,,Vip,CGE,VIP
Inh_L3_5_VIP_TAC3,Bakken_2019_10x_Chromium_V3_M1,INH,Bakken_2019_10x_Chromium_V3_M1_Inh_L3.5_VIP_TAC3,,Vip,CGE,VIP
Inh_L3_5_VIP_TAC3,Bakken_2019_SMART-Seq_v4_M1,INH,Bakken_2019_SMART-Seq_v4_M1_Inh_L3.5_VIP_TAC3,,Vip,CGE,VIP
Inh_L3_6_PAX6_LINC01497,Bakken_2019_SMART-Seq_v4_M1,INH,Bakken_2019_SMART-Seq_v4_M1_Inh_L3.6_PAX6_LINC01497,,Lamp5,CGE,LAMP5/PAX6
Inh_L3_6_PAX6_LINC01497,Bakken_2019_10x_Chromium_V3_M1,INH,Bakken_2019_10x_Chromium_V3_M1_Inh_L3.6_PAX6_LINC01497,,Lamp5,CGE,LAMP5/PAX6
Inh_L3_6_PVALB_MFI2,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex,INH,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex_Inh_L3.6_PVALB_MFI2,,,MGE,PVALB
Inh_L3_6_PVALB_MFI2,ABI_2019_SMART-Seq_v4_A1,INH,ABI_2019_SMART-Seq_v4_A1_Inh_L3.6_PVALB_MFI2,,,MGE,PVALB
Inh_L3_6_PVALB_MFI2,ABI_2019_SMART-Seq_v4_V1,INH,ABI_2019_SMART-Seq_v4_V1_Inh_L3.6_PVALB_MFI2,,,MGE,PVALB
Inh_L3_6_PVALB_MFI2,ABI_2019_SMART-Seq_v4_S1,INH,ABI_2019_SMART-Seq_v4_S1_Inh_L3.6_PVALB_MFI2,,,MGE,PVALB
Inh_L3_6_SST_HPGD,Luo_2019_10x_Chromium_V3_BA46,INH,Luo_2019_10x_Chromium_V3_BA46_Inh_L3.6_SST_HPGD,GABAergic LHX6,,MGE,SST
Inh_L3_6_SST_HPGD,Luo_2019_10x_Chromium_V3_BA44-45,INH,Luo_2019_10x_Chromium_V3_BA44-45_Inh_L3.6_SST_HPGD,GABAergic LHX6,,MGE,SST
Inh_L3_6_SST_HPGD,Hodge_2018_SMART-Seq_v4_Middle_temporal_gyrus,INH,Hodge_2018_SMART-Seq_v4_Middle_temporal_gyrus_Inh_L3.6_SST_HPGD,GABAergic LHX6,,MGE,SST
Inh_L3_6_SST_NPY,Luo_2019_10x_Chromium_V3_BA44-45,INH,Luo_2019_10x_Chromium_V3_BA44-45_Inh_L3.6_SST_NPY,GABAergic LHX6,,MGE,SST
Inh_L3_6_SST_NPY,Luo_2019_10x_Chromium_V3_BA46,INH,Luo_2019_10x_Chromium_V3_BA46_Inh_L3.6_SST_NPY,GABAergic LHX6,,MGE,SST
Inh_L3_6_SST_NPY,Hodge_2018_SMART-Seq_v4_Middle_temporal_gyrus,INH,Hodge_2018_SMART-Seq_v4_Middle_temporal_gyrus_Inh_L3.6_SST_NPY,GABAergic LHX6,,MGE,SST
Inh_L3_6_VIP_HS3ST3A1,Luo_2019_10x_Chromium_V3_BA46,INH,Luo_2019_10x_Chromium_V3_BA46_Inh_L3.6_VIP_HS3ST3A1,GABAergic ADARB2,,CGE,VIP
Inh_L3_6_VIP_HS3ST3A1,Hodge_2018_SMART-Seq_v4_Middle_temporal_gyrus,INH,Hodge_2018_SMART-Seq_v4_Middle_temporal_gyrus_Inh_L3.6_VIP_HS3ST3A1,GABAergic ADARB2,,CGE,VIP
Inh_L3_6_VIP_HS3ST3A1,Luo_2019_10x_Chromium_V3_BA44-45,INH,Luo_2019_10x_Chromium_V3_BA44-45_Inh_L3.6_VIP_HS3ST3A1,GABAergic ADARB2,,CGE,VIP
Inh_L3_6_VIP_KCTD13,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex,INH,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex_Inh_L3.6_VIP_KCTD13,,,CGE,VIP
Inh_L3_6_VIP_KCTD13,ABI_2019_SMART-Seq_v4_A1,INH,ABI_2019_SMART-Seq_v4_A1_Inh_L3.6_VIP_KCTD13,,,CGE,VIP
Inh_L3_6_VIP_KCTD13,ABI_2019_SMART-Seq_v4_S1,INH,ABI_2019_SMART-Seq_v4_S1_Inh_L3.6_VIP_KCTD13,,,CGE,VIP
Inh_L3_6_VIP_KCTD13,ABI_2019_SMART-Seq_v4_V1,INH,ABI_2019_SMART-Seq_v4_V1_Inh_L3.6_VIP_KCTD13,,,CGE,VIP
Inh_L3_6_VIP_UG0898H09,Bakken_2019_SMART-Seq_v4_M1,INH,Bakken_2019_SMART-Seq_v4_M1_Inh_L3.6_VIP_UG0898H09,,Vip,CGE,VIP
Inh_L3_6_VIP_UG0898H09,Bakken_2019_10x_Chromium_V3_M1,INH,Bakken_2019_10x_Chromium_V3_M1_Inh_L3.6_VIP_UG0898H09,,Vip,CGE,VIP
Inh_L3_6_VIP_ZIM2_AS1,Bakken_2019_10x_Chromium_V3_M1,INH,Bakken_2019_10x_Chromium_V3_M1_Inh_L3.6_VIP_ZIM2.AS1,,Vip,CGE,VIP
Inh_L3_6_VIP_ZIM2_AS1,Bakken_2019_SMART-Seq_v4_M1,INH,Bakken_2019_SMART-Seq_v4_M1_Inh_L3.6_VIP_ZIM2.AS1,,Vip,CGE,VIP
Inh_L3_PVALB_SAMD13,Bakken_2019_SMART-Seq_v4_M1,INH,Bakken_2019_SMART-Seq_v4_M1_Inh_L3_PVALB_SAMD13,,Pvalb,MGE,PVALB
Inh_L3_PVALB_SAMD13,Bakken_2019_10x_Chromium_V3_M1,INH,Bakken_2019_10x_Chromium_V3_M1_Inh_L3_PVALB_SAMD13,,Pvalb,MGE,PVALB
Inh_L3_VIP_CBLN1,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex,INH,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex_Inh_L3_VIP_CBLN1,,,CGE,VIP
Inh_L3_VIP_CBLN1,ABI_2019_SMART-Seq_v4_A1,INH,ABI_2019_SMART-Seq_v4_A1_Inh_L3_VIP_CBLN1,,,CGE,VIP
Inh_L3_VIP_CBLN1,ABI_2019_SMART-Seq_v4_S1,INH,ABI_2019_SMART-Seq_v4_S1_Inh_L3_VIP_CBLN1,,,CGE,VIP
Inh_L3_VIP_CBLN1,ABI_2019_SMART-Seq_v4_V1,INH,ABI_2019_SMART-Seq_v4_V1_Inh_L3_VIP_CBLN1,,,CGE,VIP
Inh_L4_5_PVALB_MEPE,Luo_2019_10x_Chromium_V3_BA46,INH,Luo_2019_10x_Chromium_V3_BA46_Inh_L4.5_PVALB_MEPE,GABAergic LHX6,,MGE,PVALB
Inh_L4_5_PVALB_MEPE,Hodge_2018_SMART-Seq_v4_Middle_temporal_gyrus,INH,Hodge_2018_SMART-Seq_v4_Middle_temporal_gyrus_Inh_L4.5_PVALB_MEPE,GABAergic LHX6,,MGE,PVALB
Inh_L4_5_PVALB_MEPE,Luo_2019_10x_Chromium_V3_BA44-45,INH,Luo_2019_10x_Chromium_V3_BA44-45_Inh_L4.5_PVALB_MEPE,GABAergic LHX6,,MGE,PVALB
Inh_L4_5_PVALB_TRIM67,ABI_2019_SMART-Seq_v4_A1,INH,ABI_2019_SMART-Seq_v4_A1_Inh_L4.5_PVALB_TRIM67,,,MGE,PVALB
Inh_L4_5_PVALB_TRIM67,ABI_2019_SMART-Seq_v4_S1,INH,ABI_2019_SMART-Seq_v4_S1_Inh_L4.5_PVALB_TRIM67,,,MGE,PVALB
Inh_L4_5_PVALB_TRIM67,ABI_2019_SMART-Seq_v4_V1,INH,ABI_2019_SMART-Seq_v4_V1_Inh_L4.5_PVALB_TRIM67,,,MGE,PVALB
Inh_L4_5_SST_STK32A,Luo_2019_10x_Chromium_V3_BA44-45,INH,Luo_2019_10x_Chromium_V3_BA44-45_Inh_L4.5_SST_STK32A,GABAergic LHX6,,MGE,SST
Inh_L4_5_SST_STK32A,Luo_2019_10x_Chromium_V3_BA46,INH,Luo_2019_10x_Chromium_V3_BA46_Inh_L4.5_SST_STK32A,GABAergic LHX6,,MGE,SST
Inh_L4_5_SST_STK32A,Hodge_2018_SMART-Seq_v4_Middle_temporal_gyrus,INH,Hodge_2018_SMART-Seq_v4_Middle_temporal_gyrus_Inh_L4.5_SST_STK32A,GABAergic LHX6,,MGE,SST
Inh_L4_6_PVALB_SULF1,Luo_2019_10x_Chromium_V3_BA46,INH,Luo_2019_10x_Chromium_V3_BA46_Inh_L4.6_PVALB_SULF1,GABAergic LHX6,,MGE,PVALB
Inh_L4_6_PVALB_SULF1,Hodge_2018_SMART-Seq_v4_Middle_temporal_gyrus,INH,Hodge_2018_SMART-Seq_v4_Middle_temporal_gyrus_Inh_L4.6_PVALB_SULF1,GABAergic LHX6,,MGE,PVALB
Inh_L4_6_PVALB_SULF1,Luo_2019_10x_Chromium_V3_BA44-45,INH,Luo_2019_10x_Chromium_V3_BA44-45_Inh_L4.6_PVALB_SULF1,GABAergic LHX6,,MGE,PVALB
Inh_L4_6_SST_B3GAT2,Luo_2019_10x_Chromium_V3_BA44-45,INH,Luo_2019_10x_Chromium_V3_BA44-45_Inh_L4.6_SST_B3GAT2,GABAergic LHX6,,MGE,SST
Inh_L4_6_SST_B3GAT2,Luo_2019_10x_Chromium_V3_BA46,INH,Luo_2019_10x_Chromium_V3_BA46_Inh_L4.6_SST_B3GAT2,GABAergic LHX6,,MGE,SST
Inh_L4_6_SST_B3GAT2,Hodge_2018_SMART-Seq_v4_Middle_temporal_gyrus,INH,Hodge_2018_SMART-Seq_v4_Middle_temporal_gyrus_Inh_L4.6_SST_B3GAT2,GABAergic LHX6,,MGE,SST
